reporting_month,source_month,settlement_month,settlement_type,record_type,match_group_id,internal_transaction_ids,internal_payment_refs,bank_line_ids,bank_references,cardinality,internal_amount,bank_amount,variance,reconciliation_status,match_method,comments
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0094,TXNMAY00118,PRMAY48412328,BLMAY00118,UTR5464285982,1:1,75942.0,75942.0,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0095,TXNMAY00286,PRMAY48532662,BLMAY00241,UTR9123215994,1:1,17303.23,17303.23,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0096,TXNMAY00154,PRMAY48858073,BLMAY00154,UTR5673482258,1:1,38626.81,38626.81,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0097,TXNMAY00208,PRMAY48951595,BLMAY00218|BLMAY00217|BLMAY00219,UTR5979337757|UTR8392190335|UTR7299922974,1:3,59861.62,59861.62,0.0,MATCHED,Reference aggregate match,All related bank lines aggregated by normalized/truncated reference.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0098,TXNMAY00051,PRMAY49682169,BLMAY00051,UTR7739255769,1:1,12310.52,12310.52,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0099,TXNMAY00104,PRMAY50071487,BLMAY00104,UTR7375197714,1:1,55197.74,55197.74,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0100,TXNMAY00298,PRMAY50332555,BLMAY00247,UTR7682327733,1:1,8352.67,7970.69,-381.98,PARTIAL_MATCH,Reference aggregate match,"Related bank lines found, but the net amount does not fully reconcile."
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0101,TXNMAY00042,PRMAY51373735,BLMAY00042,UTR3864457210,1:1,85428.5,85428.5,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0102,TXNMAY00167,PRMAY51551377,BLMAY00167,UTR7478908722,1:1,35940.36,35940.36,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0103,TXNMAY00186,PRMAY51617680,BLMAY00186,UTR6523804237,1:1,37981.73,37981.73,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0104,TXNMAY00070,PRMAY51746937,BLMAY00070,UTR1851819913,1:1,55080.38,55080.38,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0105,TXNMAY00010,PRMAY52339391,BLMAY00010,UTR8110054933,1:1,25618.45,25618.45,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0106,TXNMAY00198,PRMAY52894344,BLMAY00198,UTR4656572173,1:1,33168.55,33168.55,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0107,TXNMAY00137,PRMAY53233116,BLMAY00137,UTR7573691558,1:1,14304.63,14304.63,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0108,TXNMAY00018,PRMAY53507489,BLMAY00018,UTR1338258951,1:1,2095.42,2095.42,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0109,TXNMAY00190,PRMAY54012664,BLMAY00190,UTR8257484586,1:1,28261.89,28261.89,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0110,TXNMAY00105,PRMAY54619335,BLMAY00105,UTR2644847276,1:1,72532.19,72532.19,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0111,TXNMAY00096,PRMAY54735895,BLMAY00096,UTR9354542654,1:1,63745.15,63745.15,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0112,TXNMAY00066,PRMAY55298556,BLMAY00066,UTR3019952485,1:1,83595.89,83595.89,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0113,TXNMAY00121,PRMAY55461591,BLMAY00121,UTR2570991899,1:1,44624.4,44624.4,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0114,TXNMAY00139,PRMAY55490631,BLMAY00139,UTR8151583833,1:1,38029.68,38029.68,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0115,TXNMAY00156,PRMAY55568701,BLMAY00156,UTR3190227431,1:1,31808.25,31808.25,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0116,TXNMAY00077,PRMAY55679506,BLMAY00077,UTR5071897791,1:1,83660.32,83660.32,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0117,TXNMAY00147,PRMAY55754284,BLMAY00147,UTR1668210614,1:1,35312.53,35312.53,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0118,TXNMAY00163,PRMAY56095437,BLMAY00163,UTR9551219870,1:1,8240.19,8240.19,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0119,TXNMAY00183,PRMAY56278607,BLMAY00183,UTR5485387618,1:1,69696.16,69696.16,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0120,TXNMAY00036,PRMAY56843172,BLMAY00036,UTR8316648259,1:1,83560.86,83560.86,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0121,TXNMAY00157,PRMAY56892354,BLMAY00157,UTR2099375147,1:1,69169.17,69169.17,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0122,TXNMAY00191,PRMAY57183837,BLMAY00191,UTR1246351029,1:1,4263.15,4263.15,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0123,TXNMAY00181,PRMAY57354167,BLMAY00181,UTR5382302465,1:1,54320.39,54320.39,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0124,TXNMAY00043,PRMAY57469942,BLMAY00043,UTR4713453204,1:1,53298.96,53298.96,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0125,TXNMAY00200,PRMAY58438711,BLMAY00200,UTR5577353273,1:1,54473.28,54473.28,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0126,TXNMAY00171,PRMAY58895439,BLMAY00171,UTR6322188162,1:1,68430.74,68430.74,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0127,TXNMAY00161,PRMAY59491122,BLMAY00161,UTR5471158508,1:1,7520.26,7520.26,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0128,TXNMAY00207,PRMAY59733063,BLMAY00216|BLMAY00215,UTR1415802902|UTR2064803502,1:2,65529.27,65529.27,0.0,MATCHED,Reference aggregate match,All related bank lines aggregated by normalized/truncated reference.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0129,TXNMAY00140,PRMAY60237832,BLMAY00140,UTR5695387521,1:1,65326.29,65326.29,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0130,TXNMAY00005,PRMAY60992979,BLMAY00005,UTR8429141456,1:1,34263.3,34263.3,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0131,TXNMAY00045,PRMAY61343880,BLMAY00045,UTR1977515194,1:1,81601.71,81601.71,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0132,TXNMAY00103,PRMAY61484043,BLMAY00103,UTR5305985001,1:1,87597.01,87597.01,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0133,TXNMAY00014,PRMAY61642594,BLMAY00014,UTR9639245200,1:1,56710.43,56710.43,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0134,TXNMAY00176,PRMAY61830338,BLMAY00176,UTR4398953973,1:1,35772.98,35772.98,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0135,TXNMAY00188,PRMAY61894582,BLMAY00188,UTR4440904834,1:1,92510.31,92510.31,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0136,TXNMAY00029,PRMAY62401521,BLMAY00029,UTR3090237817,1:1,88037.59,88037.59,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0137,TXNMAY00122,PRMAY62958901,BLMAY00122,UTR7805633786,1:1,25307.45,25307.45,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0138,TXNMAY00011,PRMAY63100814,BLMAY00011,UTR7609857128,1:1,43726.21,43726.21,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0139,TXNMAY00034,PRMAY63121477,BLMAY00034,UTR5334976883,1:1,63892.65,63892.65,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0140,TXNMAY00201,PRMAY63440127,BLMAY00202|BLMAY00201|BLMAY00203,UTR2479679716|UTR7227593033|UTR5150074940,1:3,101533.16,101533.16,0.0,MATCHED,Reference aggregate match,All related bank lines aggregated by normalized/truncated reference.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0141,TXNMAY00086,PRMAY63782042,BLMAY00086,UTR9371430906,1:1,7269.29,7269.29,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0142,TXNMAY00093,PRMAY64023778,BLMAY00093,UTR2075321966,1:1,47669.74,47669.74,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0143,TXNMAY00052,PRMAY64502486,BLMAY00052,UTR6679017210,1:1,79245.46,79245.46,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0144,TXNMAY00101,PRMAY64759583,BLMAY00101,UTR8372755146,1:1,21540.39,21540.39,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0145,TXNMAY00106,PRMAY65133300,BLMAY00106,UTR1158998032,1:1,30397.21,30397.21,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0146,TXNMAY00025,PRMAY65177213,BLMAY00025,UTR8422620843,1:1,82098.53,82098.53,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0147,TXNMAY00149,PRMAY65590800,BLMAY00149,UTR8160279830,1:1,20675.16,20675.16,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0148,TXNMAY00055,PRMAY65625330,BLMAY00055,UTR3953315788,1:1,54794.82,54794.82,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0149,TXNMAY00189,PRMAY66975380,BLMAY00189,UTR1440654676,1:1,41050.03,41050.03,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0150,TXNMAY00202,PRMAY68065043,BLMAY00205|BLMAY00204,UTR6263354802|UTR5990610098,1:2,106511.26,106511.26,0.0,MATCHED,Reference aggregate match,All related bank lines aggregated by normalized/truncated reference.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0151,TXNMAY00074,PRMAY68450095,BLMAY00074,UTR6447717367,1:1,69777.11,69777.11,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0152,TXNMAY00153,PRMAY68548403,BLMAY00153,UTR8044354825,1:1,43811.72,43811.72,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0153,TXNMAY00059,PRMAY69038700,BLMAY00059,UTR1346078411,1:1,67858.38,67858.38,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0154,TXNMAY00119,PRMAY69166287,BLMAY00119,UTR8505373158,1:1,55164.62,55164.62,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0155,TXNMAY00115,PRMAY69287967,BLMAY00115,UTR8925520026,1:1,93830.0,93830.0,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0156,TXNMAY00053,PRMAY69295515,BLMAY00053,UTR2439622619,1:1,64265.68,64265.68,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0157,TXNMAY00088,PRMAY69421007,BLMAY00088,UTR4275930923,1:1,81750.79,81750.79,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0158,TXNMAY00194,PRMAY70387584,BLMAY00194,UTR7004510516,1:1,35498.27,35498.27,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0159,TXNMAY00175,PRMAY70549373,BLMAY00175,UTR2606152369,1:1,88412.22,88412.22,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0160,TXNMAY00135,PRMAY70667140,BLMAY00135,UTR1133790981,1:1,21241.84,21241.84,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0161,TXNMAY00206,PRMAY70873663,BLMAY00213|BLMAY00214,UTR5912019621|UTR2712474804,1:2,52646.44,52646.44,0.0,MATCHED,Reference aggregate match,All related bank lines aggregated by normalized/truncated reference.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0162,TXNMAY00126,PRMAY70887034,BLMAY00126,UTR3812868150,1:1,63778.57,63778.57,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0163,TXNMAY00138,PRMAY70896652,BLMAY00138,UTR6276339732,1:1,57614.19,57614.19,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0164,TXNMAY00016,PRMAY70897765,BLMAY00016,UTR4919706735,1:1,90624.06,90624.06,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0165,TXNMAY00114,PRMAY71894493,BLMAY00114,UTR1678500147,1:1,24314.35,24314.35,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0166,TXNMAY00284,PRMAY72059365,BLMAY00238,UTR4203205881,1:1,68780.79,68780.79,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0167,TXNMAY00064,PRMAY72732043,BLMAY00064,UTR8055556030,1:1,93173.41,93173.41,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0168,TXNMAY00172,PRMAY72950208,BLMAY00172,UTR3597009738,1:1,35102.93,35102.93,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0169,TXNMAY00182,PRMAY73100462,BLMAY00182,UTR4386667704,1:1,60479.81,60479.81,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0170,TXNMAY00062,PRMAY74019136,BLMAY00062,UTR6242173772,1:1,89574.77,89574.77,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0171,TXNMAY00085,PRMAY74251933,BLMAY00085,UTR4530959836,1:1,32531.89,32531.89,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0172,TXNMAY00136,PRMAY74287863,BLMAY00136,UTR4862321353,1:1,40639.43,40639.43,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0173,TXNMAY00019,PRMAY75228535,BLMAY00019,UTR6004182187,1:1,92914.03,92914.03,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0174,TXNMAY00127,PRMAY75679047,BLMAY00127,UTR7199283151,1:1,38918.98,38918.98,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0175,TXNMAY00107,PRMAY77416376,BLMAY00107,UTR9205284543,1:1,31706.5,31706.5,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0176,TXNMAY00102,PRMAY78299645,BLMAY00102,UTR3367665472,1:1,26157.01,26157.01,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0177,TXNMAY00283,PRMAY78501420,BLMAY00235,UTR7499349987,1:1,76873.57,76873.57,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0178,TXNMAY00021,PRMAY79467853,BLMAY00021,UTR1945826486,1:1,11715.15,11715.15,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0179,TXNMAY00203,PRMAY79645282,BLMAY00207|BLMAY00206,UTR9991206531|UTR7979417888,1:2,60048.42,60048.42,0.0,MATCHED,Reference aggregate match,All related bank lines aggregated by normalized/truncated reference.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0180,TXNMAY00164,PRMAY80339290,BLMAY00164,UTR3567900251,1:1,58029.06,58029.06,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0181,TXNMAY00134,PRMAY80610004,BLMAY00134,UTR3549776132,1:1,70901.78,70901.78,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0182,TXNMAY00020,PRMAY80823176,BLMAY00020,UTR6898796145,1:1,40342.32,40342.32,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0183,TXNMAY00047,PRMAY81969657,BLMAY00047,UTR2140169349,1:1,89242.72,89242.72,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0184,TXNMAY00006,PRMAY81971316,BLMAY00006,UTR1298737106,1:1,92452.72,92452.72,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0185,TXNMAY00067,PRMAY82399599,BLMAY00067,UTR4239406957,1:1,94991.27,94991.27,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0186,TXNMAY00061,PRMAY82828034,BLMAY00061,UTR7767538527,1:1,39644.61,39644.61,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0187,TXNMAY00002,PRMAY83197857,BLMAY00002,UTR3585650756,1:1,56199.17,56199.17,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0188,TXNMAY00184,PRMAY83284724,BLMAY00184,UTR4485356009,1:1,77329.97,77329.97,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0189,TXNMAY00058,PRMAY83534128,BLMAY00058,UTR6322520473,1:1,85260.47,85260.47,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0190,TXNMAY00097,PRMAY83832717,BLMAY00097,UTR5243939720,1:1,43344.75,43344.75,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0191,TXNMAY00080,PRMAY84285882,BLMAY00080,UTR6611903015,1:1,32821.01,32821.01,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
MAY,MAY,MAY,Same-month settlement,MATCH_GROUP,MAY-0192,TXNMAY00003,PRMAY85329037,BLMAY00003,UTR4733616459,1:1,68092.86,68092.86,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
